name: hatchback_-40_20_0_20_40_0_40_400---gt: [ True, -40, 94, 119]---predictions: [0.99, -41, 93, 119]
name: hatchback_-40_20_0_40_20_200_40_450---gt: [ False, -40, 111, 69]---predictions: [0.00, -40, 111, 70]
name: hybrid_-40_0_-40_20_20_80_60_400---gt: [ True, -40, 151, 104]---predictions: [0.99, -42, 152, 105]
name: sedan4door_0_0_0_0_0_360_20_400---gt: [ True, 0, 100, 86]---predictions: [1.00, 0, 96, 86]
name: hatchback_0_40_0_0_40_0_40_400---gt: [ True, 0, 99, 98]---predictions: [1.00, 0, 92, 99]
name: hybrid_-20_0_-40_20_20_200_80_450---gt: [ True, -20, 106, 70]---predictions: [1.00, -21, 104, 70]
name: sedan2door_-40_20_-40_20_0_40_80_450---gt: [ True, -40, 134, 154]---predictions: [0.99, -40, 133, 155]
name: sedan2door_0_20_-20_40_20_360_80_450---gt: [ True, 0, 107, 138]---predictions: [1.00, -1, 110, 139]
name: hatchback_-40_40_0_0_40_40_40_400---gt: [ True, -40, 129, 111]---predictions: [1.00, -41, 128, 111]
name: hybrid_0_40_-40_40_0_200_20_450---gt: [ False, 0, 114, 77]---predictions: [0.00, 0, 114, 78]
name: hybrid_-20_0_0_40_0_40_80_450---gt: [ True, -20, 126, 136]---predictions: [1.00, -20, 123, 137]
name: hatchback_0_0_-40_40_20_0_40_450---gt: [ True, 0, 101, 101]---predictions: [1.00, 0, 98, 101]
name: sedan2door_-20_40_-40_20_0_80_80_400---gt: [ True, -20, 147, 117]---predictions: [0.98, -21, 150, 117]
name: suv_0_20_-40_20_20_80_80_400---gt: [ True, 0, 142, 123]---predictions: [1.00, -1, 139, 124]
name: sedan4door_-40_40_-40_20_0_120_20_450---gt: [ False, -40, 143, 73]---predictions: [0.00, -40, 144, 73]
name: hatchback_-20_0_0_20_0_280_60_400---gt: [ True, -20, 80, 89]---predictions: [0.99, -19, 79, 89]
name: sedan4door_-20_0_0_40_0_160_60_450---gt: [ True, -20, 126, 64]---predictions: [1.00, -18, 129, 64]
name: sedan4door_-20_0_-40_40_20_360_20_400---gt: [ True, -20, 101, 90]---predictions: [1.00, -19, 103, 90]
name: sedan4door_0_0_0_0_0_80_20_450---gt: [ True, 0, 134, 81]---predictions: [1.00, -1, 133, 81]
name: sedan4door_-40_0_0_40_0_200_40_450---gt: [ False, -40, 108, 58]---predictions: [0.00, -40, 108, 59]
name: suv_-40_20_0_0_40_0_40_400---gt: [ True, -40, 95, 119]---predictions: [0.99, -41, 98, 120]
name: hybrid_-40_40_-40_40_40_320_40_450---gt: [ True, -40, 80, 106]---predictions: [1.00, -41, 76, 106]
name: suv_0_20_0_20_40_40_60_400---gt: [ True, 0, 121, 120]---predictions: [1.00, 0, 121, 121]
name: sedan2door_-40_20_0_40_0_160_60_400---gt: [ True, -40, 133, 57]---predictions: [1.00, -41, 128, 57]
name: hatchback_0_0_-40_0_20_0_80_450---gt: [ True, 0, 102, 137]---predictions: [1.00, 0, 101, 137]
name: hatchback_-40_20_-40_20_0_0_40_450---gt: [ True, -40, 97, 118]---predictions: [0.99, -39, 97, 118]
name: suv_0_0_-40_40_40_320_80_450---gt: [ True, 0, 86, 121]---predictions: [1.00, 0, 76, 122]
name: suv_-40_0_-40_20_40_280_40_450---gt: [ True, -40, 75, 82]---predictions: [1.00, -42, 76, 83]
name: suv_-40_40_-20_20_40_280_20_400---gt: [ True, -40, 70, 73]---predictions: [1.00, -47, 50, 74]
name: hybrid_-20_20_0_20_20_120_80_400---gt: [ True, -20, 143, 85]---predictions: [1.00, -19, 144, 86]
name: hatchback_-20_0_-40_20_0_360_80_450---gt: [ True, -20, 101, 143]---predictions: [0.99, -20, 99, 144]
name: sedan4door_-40_20_-20_40_0_40_20_450---gt: [ True, -40, 128, 93]---predictions: [1.00, -42, 133, 94]
name: sedan4door_-20_0_-20_20_40_240_80_400---gt: [ True, -20, 85, 72]---predictions: [0.99, -20, 86, 73]
name: suv_-40_40_-20_40_0_320_40_400---gt: [ True, -40, 66, 102]---predictions: [0.99, -41, 65, 102]
name: hatchback_0_40_-20_20_20_120_60_450---gt: [ True, 0, 137, 85]---predictions: [1.00, -1, 139, 85]
name: sedan2door_0_20_-40_40_20_240_40_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan4door_-40_20_0_40_0_160_80_400---gt: [ True, -40, 137, 56]---predictions: [1.00, -41, 140, 56]
name: suv_0_40_-20_20_40_160_40_450---gt: [ False, 0, 136, 63]---predictions: [0.00, 0, 137, 63]
name: sedan4door_-20_0_-20_20_20_120_80_450---gt: [ True, -20, 143, 93]---predictions: [1.00, -19, 147, 93]
name: hatchback_-40_40_-20_40_0_80_80_400---gt: [ True, -40, 149, 132]---predictions: [0.99, -40, 148, 132]
name: sedan4door_-40_0_-20_20_0_280_80_450---gt: [ True, -40, 74, 100]---predictions: [0.99, -41, 75, 100]
name: sedan4door_-20_20_-20_20_0_240_40_400---gt: [ False, -20, 85, 63]---predictions: [0.00, -20, 86, 63]
name: sedan2door_0_40_0_0_40_0_20_450---gt: [ True, 0, 106, 91]---predictions: [1.00, 0, 102, 92]
name: hybrid_0_0_-40_40_20_120_40_400---gt: [ False, 0, 135, 64]---predictions: [0.00, 0, 135, 65]
name: suv_-20_20_0_20_40_120_40_450---gt: [ False, -20, 142, 67]---predictions: [0.00, -20, 142, 68]
name: hybrid_-40_40_0_0_40_80_20_450---gt: [ True, -40, 142, 87]---predictions: [0.99, -40, 137, 87]
name: sedan4door_0_0_-40_40_0_40_60_400---gt: [ True, 0, 121, 120]---predictions: [1.00, -1, 119, 120]
name: sedan4door_-40_0_0_0_40_120_20_450---gt: [ False, -40, 143, 73]---predictions: [0.00, -40, 144, 73]
name: hatchback_-20_20_-40_20_0_360_40_450---gt: [ True, -20, 100, 110]---predictions: [1.00, -19, 105, 110]
name: sedan4door_0_40_0_0_0_0_40_450---gt: [ True, 0, 102, 103]---predictions: [1.00, 0, 104, 104]
name: hybrid_-20_40_-40_40_20_40_60_400---gt: [ True, -20, 129, 120]---predictions: [1.00, -18, 128, 121]
name: suv_-20_20_-40_40_0_200_20_450---gt: [ False, -20, 115, 73]---predictions: [0.00, -20, 116, 74]
name: sedan4door_0_40_-40_0_0_360_80_450---gt: [ True, 0, 103, 137]---predictions: [1.00, 0, 102, 137]
name: hatchback_-40_40_-40_0_40_120_40_400---gt: [ False, -40, 151, 68]---predictions: [0.00, -40, 152, 69]
name: sedan4door_-20_40_-40_0_40_240_40_450---gt: [ False, -20, 89, 70]---predictions: [0.00, -20, 90, 70]
name: sedan2door_0_40_-40_0_0_280_40_400---gt: [ True, 0, 84, 84]---predictions: [1.00, -1, 81, 84]
name: suv_0_0_-40_20_40_80_20_400---gt: [ True, 0, 141, 70]---predictions: [1.00, -1, 141, 70]
name: sedan2door_-40_0_-20_0_20_40_60_400---gt: [ True, -40, 140, 139]---predictions: [0.99, -41, 140, 139]
name: hatchback_-20_20_-20_20_0_320_20_450---gt: [ True, -20, 86, 90]---predictions: [1.00, -21, 88, 90]
name: hatchback_-20_20_0_0_20_240_60_400---gt: [ True, -20, 90, 65]---predictions: [1.00, -21, 91, 65]
name: sedan4door_-40_40_0_0_0_80_20_450---gt: [ True, -40, 144, 90]---predictions: [1.00, -41, 153, 90]
name: hybrid_0_20_-20_0_0_120_40_400---gt: [ False, 0, 135, 64]---predictions: [0.00, 0, 135, 65]
name: sedan2door_0_20_0_0_40_200_80_400---gt: [ True, 0, 107, 64]---predictions: [1.00, 0, 107, 65]
name: sedan4door_-40_0_-20_20_40_200_40_450---gt: [ False, -40, 108, 58]---predictions: [0.00, -40, 108, 59]
name: hybrid_-40_40_-20_20_40_160_60_450---gt: [ True, -40, 127, 58]---predictions: [1.00, -41, 129, 58]
name: sedan2door_0_20_0_0_20_280_60_400---gt: [ True, 0, 82, 94]---predictions: [1.00, -1, 84, 94]
name: hybrid_-40_0_-20_40_20_80_40_400---gt: [ True, -40, 149, 91]---predictions: [0.99, -42, 154, 92]
name: hatchback_-40_20_-40_0_20_360_80_450---gt: [ True, -40, 98, 150]---predictions: [0.99, -40, 100, 151]
name: suv_-20_0_-40_40_0_40_20_450---gt: [ True, -20, 123, 86]---predictions: [1.00, -16, 126, 87]
name: suv_-20_0_-20_0_40_360_60_450---gt: [ True, -20, 100, 132]---predictions: [1.00, -18, 100, 133]
name: hybrid_0_20_-40_20_0_280_60_450---gt: [ True, 0, 90, 90]---predictions: [1.00, -1, 83, 90]
name: hatchback_0_0_-20_40_20_80_80_400---gt: [ True, 0, 138, 122]---predictions: [0.99, 0, 131, 122]
name: hatchback_-20_40_-20_20_0_0_80_400---gt: [ True, -20, 100, 149]---predictions: [0.99, -21, 99, 149]
name: sedan4door_-20_40_-40_40_0_0_80_400---gt: [ True, -20, 103, 153]---predictions: [1.00, -21, 101, 153]
name: suv_0_20_-40_0_0_80_40_400---gt: [ True, 0, 143, 83]---predictions: [1.00, -1, 141, 84]
name: sedan2door_-20_0_-20_20_20_240_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_40_0_40_40_280_40_400---gt: [ True, -20, 75, 91]---predictions: [0.99, -19, 76, 91]
name: sedan2door_-40_40_0_0_40_320_60_400---gt: [ True, -40, 70, 130]---predictions: [1.00, -40, 72, 130]
name: suv_-20_0_0_40_40_280_60_450---gt: [ True, -20, 79, 90]---predictions: [0.99, -22, 73, 90]
name: suv_0_0_-20_0_0_120_60_400---gt: [ True, 0, 154, 91]---predictions: [1.00, -1, 154, 92]
name: suv_-20_0_-20_20_40_320_20_450---gt: [ True, -20, 84, 84]---predictions: [1.00, -21, 82, 84]
name: hatchback_-20_40_0_20_40_0_40_450---gt: [ True, -20, 100, 110]---predictions: [1.00, -19, 98, 110]
name: sedan2door_0_0_-20_0_40_360_60_450---gt: [ True, 0, 107, 121]---predictions: [1.00, 0, 109, 121]
name: sedan2door_-20_40_-40_40_20_320_60_400---gt: [ True, -20, 82, 124]---predictions: [0.99, -20, 78, 125]
name: sedan4door_-20_20_0_40_0_240_40_400---gt: [ False, -20, 85, 63]---predictions: [0.00, -20, 86, 63]
name: sedan2door_0_40_0_20_20_120_80_400---gt: [ True, 0, 138, 91]---predictions: [1.00, 0, 130, 91]
name: sedan2door_0_40_-20_40_40_120_80_400---gt: [ True, 0, 138, 91]---predictions: [1.00, -1, 127, 91]
name: sedan4door_0_20_-20_40_40_240_20_450---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan4door_0_0_-20_40_0_160_20_450---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: hatchback_-20_0_0_20_0_200_40_400---gt: [ False, -20, 110, 53]---predictions: [0.00, -20, 110, 54]
name: sedan2door_-40_40_-40_0_0_0_80_400---gt: [ True, -40, 105, 168]---predictions: [0.99, -40, 106, 169]
name: sedan4door_-20_20_-20_40_40_280_40_400---gt: [ True, -20, 78, 87]---predictions: [0.99, -19, 74, 87]
name: hatchback_-20_20_-20_0_40_120_20_450---gt: [ False, -20, 138, 72]---predictions: [0.00, -20, 138, 72]
name: sedan4door_-40_20_-20_20_20_0_60_450---gt: [ True, -40, 101, 145]---predictions: [0.99, -40, 104, 145]
name: hatchback_0_20_-20_20_20_200_20_450---gt: [ False, 0, 119, 85]---predictions: [0.00, 0, 119, 85]
name: sedan4door_-40_0_-40_40_20_360_80_450---gt: [ True, -40, 101, 156]---predictions: [0.99, -40, 98, 156]
name: suv_0_0_-40_20_0_200_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_40_-20_0_20_320_40_400---gt: [ True, -20, 83, 109]---predictions: [1.00, -19, 77, 109]
name: sedan2door_-40_20_-40_40_0_0_60_450---gt: [ True, -40, 106, 147]---predictions: [0.98, -41, 107, 147]
name: sedan2door_0_20_-20_0_40_280_60_450---gt: [ True, 0, 86, 96]---predictions: [1.00, -1, 75, 96]
name: sedan2door_0_0_-20_20_20_160_20_450---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-40_0_-20_40_40_0_60_450---gt: [ True, -40, 106, 147]---predictions: [0.98, -41, 107, 147]
name: sedan2door_0_0_-40_20_20_80_80_400---gt: [ True, 0, 141, 116]---predictions: [1.00, -1, 139, 116]
name: suv_-20_0_0_40_0_160_80_400---gt: [ True, -20, 135, 59]---predictions: [1.00, -23, 135, 59]
name: suv_-20_40_-40_0_0_280_80_400---gt: [ True, -20, 72, 94]---predictions: [1.00, -20, 67, 95]
name: sedan2door_0_40_0_0_20_200_80_450---gt: [ True, 0, 107, 71]---predictions: [1.00, -1, 102, 72]
name: hybrid_0_40_0_0_0_0_40_400---gt: [ True, 0, 104, 97]---predictions: [1.00, 0, 101, 98]
name: suv_-20_40_0_20_40_240_40_400---gt: [ False, -20, 83, 51]---predictions: [0.00, -20, 84, 51]
name: sedan2door_-20_0_-20_20_20_320_40_450---gt: [ True, -20, 87, 109]---predictions: [1.00, -20, 86, 110]
name: sedan4door_0_0_-40_0_40_200_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: hatchback_0_40_-40_0_20_120_60_450---gt: [ True, 0, 137, 85]---predictions: [1.00, -1, 146, 85]
name: hybrid_0_0_0_20_20_40_20_400---gt: [ True, 0, 122, 85]---predictions: [1.00, 0, 117, 85]
name: hybrid_-40_0_-20_20_40_280_40_400---gt: [ True, -40, 73, 84]---predictions: [0.99, -42, 64, 85]
name: hybrid_-40_40_-20_0_0_240_60_450---gt: [ True, -40, 87, 73]---predictions: [0.99, -40, 88, 73]
name: sedan2door_0_0_0_0_40_240_60_450---gt: [ True, 0, 98, 64]---predictions: [1.00, -1, 90, 65]
name: hatchback_-40_40_0_40_40_40_20_400---gt: [ True, -40, 127, 88]---predictions: [1.00, -39, 123, 89]
name: sedan2door_-40_20_-40_40_0_280_60_450---gt: [ True, -40, 73, 96]---predictions: [0.99, -43, 74, 96]
name: suv_0_40_-40_0_0_0_60_400---gt: [ True, 0, 98, 119]---predictions: [1.00, 0, 95, 120]
name: sedan2door_-20_40_0_40_20_360_80_400---gt: [ True, -20, 108, 157]---predictions: [0.99, -20, 106, 157]
name: sedan2door_-40_40_-20_40_0_280_20_450---gt: [ True, -40, 75, 90]---predictions: [0.99, -42, 69, 90]
name: suv_-20_20_-40_0_0_280_20_400---gt: [ True, -20, 79, 61]---predictions: [1.00, -19, 75, 62]
name: hatchback_-40_20_0_0_40_320_20_400---gt: [ True, -40, 73, 87]---predictions: [1.00, -40, 75, 87]
name: sedan4door_-40_20_-40_0_40_80_20_450---gt: [ True, -40, 144, 90]---predictions: [1.00, -41, 145, 90]
name: hatchback_-20_0_-20_0_0_160_20_400---gt: [ False, -20, 132, 76]---predictions: [0.00, -20, 133, 77]
name: hybrid_0_0_0_20_0_240_60_450---gt: [ True, 0, 97, 70]---predictions: [1.00, -1, 101, 70]
name: hatchback_-20_0_-20_40_0_80_20_450---gt: [ True, -20, 136, 87]---predictions: [0.99, -19, 129, 88]
name: sedan2door_0_20_0_0_40_80_60_450---gt: [ True, 0, 137, 102]---predictions: [1.00, -1, 139, 103]
name: hybrid_-20_20_-20_0_20_40_80_450---gt: [ True, -20, 126, 136]---predictions: [1.00, -20, 127, 137]
name: hatchback_-40_20_-40_20_0_280_40_450---gt: [ True, -40, 79, 86]---predictions: [0.99, -40, 80, 86]
name: hatchback_-40_40_-20_20_0_160_80_400---gt: [ True, -40, 140, 60]---predictions: [1.00, -41, 146, 60]
name: suv_-40_20_0_40_40_240_80_450---gt: [ True, -40, 84, 63]---predictions: [0.99, -41, 76, 63]
name: hatchback_-40_0_0_40_20_160_80_400---gt: [ True, -40, 140, 60]---predictions: [1.00, -40, 145, 60]
name: sedan2door_-20_40_-20_0_40_40_60_400---gt: [ True, -20, 133, 127]---predictions: [1.00, -19, 135, 127]
name: sedan4door_0_0_0_40_0_320_60_450---gt: [ True, 0, 91, 114]---predictions: [1.00, 0, 92, 114]
name: sedan4door_-40_40_-20_20_0_40_20_450---gt: [ True, -40, 128, 93]---predictions: [1.00, -41, 133, 94]
name: sedan2door_-20_40_-20_40_0_280_20_450---gt: [ True, -20, 81, 91]---predictions: [1.00, -19, 70, 91]
name: sedan4door_0_20_-40_0_0_280_60_400---gt: [ True, 0, 82, 94]---predictions: [1.00, -1, 78, 94]
name: hybrid_-20_0_-20_40_20_40_60_450---gt: [ True, -20, 127, 120]---predictions: [1.00, -18, 124, 120]
name: suv_-20_0_-20_20_0_240_80_450---gt: [ True, -20, 88, 71]---predictions: [0.99, -19, 93, 71]
name: hybrid_0_40_-20_0_40_240_80_400---gt: [ True, 0, 92, 78]---predictions: [1.00, -1, 92, 78]
name: sedan2door_0_40_-40_20_20_40_80_400---gt: [ True, 0, 126, 135]---predictions: [1.00, -1, 132, 136]
name: sedan2door_-20_40_0_20_0_160_80_450---gt: [ True, -20, 125, 68]---predictions: [1.00, -20, 122, 69]
name: hatchback_0_40_-40_40_0_80_20_450---gt: [ True, 0, 133, 79]---predictions: [1.00, -2, 142, 79]
name: sedan4door_-20_0_-40_40_40_320_20_400---gt: [ True, -20, 82, 88]---predictions: [1.00, -21, 80, 88]
name: suv_-20_0_0_0_20_80_80_400---gt: [ True, -20, 148, 125]---predictions: [1.00, -20, 160, 126]
name: hybrid_-40_0_-40_40_40_200_60_400---gt: [ True, -40, 106, 46]---predictions: [1.00, -41, 109, 46]
name: sedan2door_-40_0_0_20_20_160_60_400---gt: [ True, -40, 133, 57]---predictions: [1.00, -40, 130, 57]
name: sedan4door_-20_0_-20_20_40_40_40_400---gt: [ True, -20, 127, 108]---predictions: [1.00, -19, 126, 108]
name: sedan2door_-20_20_-40_20_20_160_20_400---gt: [ False, -20, 124, 77]---predictions: [0.00, -20, 125, 77]
name: hatchback_0_40_0_20_20_160_80_400---gt: [ True, 0, 130, 76]---predictions: [1.00, 0, 131, 77]
name: sedan4door_-20_40_-40_40_0_80_60_450---gt: [ True, -20, 140, 107]---predictions: [0.99, -21, 144, 107]
name: sedan4door_-20_40_0_40_20_120_40_400---gt: [ False, -20, 143, 68]---predictions: [0.00, -20, 144, 69]
name: hybrid_-20_40_-20_20_40_80_80_400---gt: [ True, -20, 144, 116]---predictions: [0.99, -19, 147, 116]
name: hybrid_0_40_-20_0_0_320_60_450---gt: [ True, 0, 94, 111]---predictions: [1.00, 0, 88, 111]
name: sedan4door_0_40_0_20_40_320_40_400---gt: [ True, 0, 89, 99]---predictions: [1.00, 0, 88, 99]
name: suv_0_40_-40_40_20_120_20_450---gt: [ False, 0, 143, 70]---predictions: [0.00, 0, 144, 71]
name: hatchback_-20_40_-20_20_20_200_80_450---gt: [ True, -20, 110, 66]---predictions: [1.00, -18, 110, 66]
name: sedan4door_0_0_-40_0_40_360_60_450---gt: [ True, 0, 102, 119]---predictions: [0.99, 0, 102, 119]
name: hybrid_-40_0_0_40_0_40_20_400---gt: [ True, -40, 131, 85]---predictions: [1.00, -39, 136, 86]
name: sedan2door_-40_0_0_20_20_280_80_450---gt: [ True, -40, 72, 105]---predictions: [0.99, -42, 73, 106]
name: sedan2door_-40_20_-20_40_20_240_60_400---gt: [ True, -40, 81, 66]---predictions: [1.00, -41, 82, 66]
name: sedan2door_-40_0_0_20_40_280_40_400---gt: [ True, -40, 68, 89]---predictions: [0.98, -42, 68, 89]
name: sedan4door_0_0_-20_0_0_320_60_400---gt: [ True, 0, 88, 113]---predictions: [1.00, 0, 84, 114]
name: sedan2door_0_0_-20_20_20_240_40_450---gt: [ False, 0, 97, 65]---predictions: [0.00, 0, 97, 66]
name: suv_-40_0_-20_40_40_0_60_450---gt: [ True, -40, 98, 141]---predictions: [0.98, -40, 96, 142]
name: hybrid_-40_0_0_0_20_160_80_450---gt: [ True, -40, 129, 64]---predictions: [0.99, -42, 134, 65]
name: hybrid_0_0_-20_40_40_160_60_400---gt: [ True, 0, 122, 58]---predictions: [1.00, 0, 132, 59]
name: sedan2door_-40_40_-20_40_0_240_40_450---gt: [ False, -40, 85, 74]---predictions: [0.00, -40, 85, 74]
name: sedan2door_-20_20_-20_20_0_240_40_400---gt: [ False, -20, 83, 69]---predictions: [0.00, -20, 83, 70]
name: hatchback_0_40_0_0_20_0_80_400---gt: [ True, 0, 100, 141]---predictions: [1.00, -1, 103, 142]
name: hatchback_-20_0_-40_0_0_200_60_450---gt: [ True, -20, 110, 61]---predictions: [1.00, -21, 119, 61]
name: hatchback_-40_40_0_0_20_160_20_400---gt: [ False, -40, 133, 66]---predictions: [0.00, -40, 134, 67]
name: hybrid_0_20_-20_20_20_360_20_400---gt: [ True, 0, 104, 83]---predictions: [1.00, 0, 104, 83]
name: sedan2door_0_0_-40_0_0_80_80_400---gt: [ True, 0, 141, 116]---predictions: [1.00, 0, 143, 116]
name: sedan2door_0_40_-40_0_0_80_80_450---gt: [ True, 0, 136, 115]---predictions: [1.00, -1, 142, 116]
name: sedan2door_0_40_0_0_20_40_20_450---gt: [ True, 0, 123, 93]---predictions: [1.00, -1, 128, 94]
name: sedan4door_-40_0_-40_0_20_320_80_400---gt: [ True, -40, 70, 139]---predictions: [1.00, -42, 71, 140]
name: sedan4door_-20_0_-20_20_20_320_60_450---gt: [ True, -20, 84, 120]---predictions: [1.00, -22, 83, 120]
name: suv_-20_0_-20_40_20_200_20_450---gt: [ False, -20, 109, 61]---predictions: [0.00, -20, 110, 61]
name: hybrid_-20_0_-20_40_0_0_20_450---gt: [ True, -20, 106, 89]---predictions: [1.00, -19, 106, 90]
name: sedan2door_-40_20_-20_40_0_200_60_450---gt: [ True, -40, 106, 60]---predictions: [1.00, -41, 105, 60]
name: sedan4door_-20_0_0_40_0_200_40_400---gt: [ False, -20, 106, 54]---predictions: [0.00, -20, 107, 55]
name: sedan2door_0_0_-20_0_0_160_60_400---gt: [ True, 0, 138, 65]---predictions: [1.00, -1, 139, 65]
name: hatchback_-40_20_0_40_40_40_40_400---gt: [ True, -40, 129, 111]---predictions: [1.00, -39, 128, 111]
name: hybrid_0_0_0_40_40_160_20_450---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: hybrid_-40_40_0_40_20_280_20_450---gt: [ True, -40, 80, 83]---predictions: [0.99, -42, 81, 83]
name: hatchback_-40_40_-40_40_20_320_60_450---gt: [ True, -40, 75, 116]---predictions: [0.99, -41, 79, 116]
name: hatchback_-40_40_-20_40_40_40_80_400---gt: [ True, -40, 129, 163]---predictions: [0.99, -42, 130, 163]
name: suv_0_20_-20_20_0_160_80_400---gt: [ True, 0, 149, 72]---predictions: [1.00, -1, 152, 73]
name: suv_-20_0_-40_20_40_160_60_400---gt: [ True, -20, 131, 49]---predictions: [1.00, -20, 128, 49]
name: hatchback_-40_0_-40_40_40_200_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_-20_20_0_0_40_320_80_450---gt: [ True, -20, 80, 127]---predictions: [0.99, -18, 83, 127]
name: sedan2door_-40_20_-40_40_0_200_40_400---gt: [ False, -40, 117, 68]---predictions: [0.00, -40, 117, 68]
name: suv_-40_40_-40_20_0_280_20_400---gt: [ True, -40, 73, 61]---predictions: [0.99, -40, 78, 62]
name: suv_0_0_-40_40_20_160_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_0_-20_0_20_200_20_400---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan4door_0_0_-20_0_40_80_20_450---gt: [ True, 0, 134, 81]---predictions: [1.00, -2, 132, 81]
name: hatchback_0_20_0_40_0_320_80_400---gt: [ True, 0, 84, 120]---predictions: [1.00, 0, 79, 120]
name: hybrid_-40_40_-20_0_40_120_40_400---gt: [ False, -40, 144, 63]---predictions: [0.00, -40, 145, 64]
name: suv_-40_0_-40_0_40_120_20_400---gt: [ False, -40, 150, 61]---predictions: [0.00, -40, 150, 61]
name: hatchback_-40_0_0_40_20_40_60_450---gt: [ True, -40, 126, 132]---predictions: [0.99, -40, 134, 132]
name: hatchback_0_20_-40_40_0_320_80_450---gt: [ True, 0, 88, 119]---predictions: [1.00, -1, 71, 119]
name: hybrid_-20_20_-20_20_0_40_20_450---gt: [ True, -20, 126, 89]---predictions: [1.00, -18, 128, 89]
name: sedan2door_0_40_-20_40_20_120_20_400---gt: [ False, 0, 144, 73]---predictions: [0.00, 0, 144, 73]
name: suv_-40_0_-20_20_0_320_60_400---gt: [ True, -40, 64, 119]---predictions: [0.99, -41, 66, 119]
name: sedan2door_-20_0_-40_20_40_200_40_400---gt: [ False, -20, 116, 56]---predictions: [0.00, -20, 117, 57]
name: sedan4door_-20_0_-20_0_20_320_80_400---gt: [ True, -20, 80, 132]---predictions: [1.00, -18, 83, 133]
name: sedan2door_-40_40_-40_20_20_320_80_450---gt: [ True, -40, 77, 141]---predictions: [0.99, -41, 77, 142]
name: suv_-20_20_-20_40_20_200_60_450---gt: [ True, -20, 108, 53]---predictions: [1.00, -18, 116, 53]
name: suv_0_20_-40_20_20_200_40_400---gt: [ False, 0, 119, 73]---predictions: [0.00, 0, 120, 74]
name: hatchback_0_20_0_40_40_160_60_400---gt: [ True, 0, 141, 68]---predictions: [1.00, 0, 142, 68]
name: hybrid_-20_40_-40_40_0_280_80_450---gt: [ True, -20, 82, 103]---predictions: [1.00, -21, 86, 103]
name: suv_-20_40_-40_0_0_320_80_450---gt: [ True, -20, 80, 127]---predictions: [0.99, -20, 79, 127]
name: sedan4door_0_20_-20_0_20_320_60_400---gt: [ True, 0, 88, 113]---predictions: [1.00, -1, 90, 114]
name: hybrid_0_40_-40_40_20_80_80_450---gt: [ True, 0, 133, 114]---predictions: [1.00, 0, 139, 114]
name: sedan2door_-20_0_-20_20_40_80_80_450---gt: [ True, -20, 142, 116]---predictions: [0.99, -19, 147, 117]
name: sedan4door_-20_0_-20_0_40_0_80_400---gt: [ True, -20, 103, 153]---predictions: [1.00, -20, 99, 153]
name: hybrid_-40_40_-40_0_0_320_40_400---gt: [ True, -40, 75, 105]---predictions: [0.99, -40, 75, 105]
name: suv_0_20_-40_20_20_120_40_450---gt: [ False, 0, 146, 78]---predictions: [0.00, 0, 146, 78]
name: sedan4door_-40_20_-20_0_40_120_20_400---gt: [ False, -40, 147, 68]---predictions: [0.00, -40, 148, 68]
name: sedan2door_0_20_0_0_40_200_80_450---gt: [ True, 0, 107, 71]---predictions: [1.00, 0, 100, 72]
name: hybrid_-20_40_0_20_0_120_40_400---gt: [ False, -20, 138, 62]---predictions: [0.00, -20, 138, 63]
name: hybrid_-40_0_-40_40_20_40_20_400---gt: [ True, -40, 131, 85]---predictions: [1.00, -40, 134, 86]
name: hatchback_0_0_0_20_20_200_40_400---gt: [ False, 0, 123, 57]---predictions: [0.00, 0, 123, 57]
name: suv_-20_20_-20_0_40_280_20_450---gt: [ True, -20, 82, 69]---predictions: [1.00, -16, 71, 69]
name: sedan4door_0_20_-20_40_40_160_20_450---gt: [ False, 0, 117, 78]---predictions: [0.00, 0, 118, 79]
name: hatchback_-40_0_0_0_0_160_80_450---gt: [ True, -40, 136, 68]---predictions: [1.00, -41, 136, 68]
name: hatchback_-40_20_-20_20_0_160_40_450---gt: [ False, -40, 131, 63]---predictions: [0.00, -40, 132, 63]
name: hatchback_-20_20_0_20_40_200_20_450---gt: [ False, -20, 117, 80]---predictions: [0.00, -20, 118, 80]
name: hybrid_-40_40_0_20_0_40_20_450---gt: [ True, -40, 128, 89]---predictions: [1.00, -39, 129, 90]
name: suv_0_20_0_20_0_320_80_400---gt: [ True, 0, 82, 123]---predictions: [1.00, -1, 81, 123]
