name: sedan4door_0_15_-8_35_20_230_60_420---gt: [ True, 0, 97, 64]---predictions: [1.00, -1, 102, 65]
name: suv_-20_45_-30_10_15_20_60_420---gt: [ True, -20, 113, 132]---predictions: [1.00, -24, 119, 132]
name: suv_0_15_-8_10_20_140_30_420---gt: [ False, 0, 144, 64]---predictions: [0.00, 0, 144, 65]
name: suv_0_15_-8_10_20_80_30_420---gt: [ True, 0, 140, 77]---predictions: [1.00, -2, 140, 77]
name: sedan4door_0_15_-8_10_15_140_60_420---gt: [ True, 0, 131, 70]---predictions: [0.98, -3, 121, 71]
name: sedan4door_-40_45_-30_35_20_20_30_420---gt: [ True, -40, 116, 109]---predictions: [0.99, -28, 116, 109]
name: hatchback_0_45_-30_10_15_230_30_420---gt: [ False, 0, 107, 80]---predictions: [0.00, 0, 107, 81]
name: hybrid_-20_15_-8_35_15_80_60_420---gt: [ True, -20, 142, 99]---predictions: [1.00, -16, 137, 99]
name: sedan4door_0_45_-8_35_20_80_60_420---gt: [ True, 0, 138, 104]---predictions: [1.00, -1, 151, 104]
name: suv_-20_23_-30_35_15_80_60_420---gt: [ True, -20, 145, 104]---predictions: [0.99, -14, 147, 105]
name: suv_-40_15_-30_35_20_20_30_420---gt: [ True, -40, 114, 102]---predictions: [0.99, -34, 104, 102]
name: sedan4door_-40_15_-30_35_20_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -42, 157, 112]
name: sedan4door_-40_23_-8_35_20_20_60_420---gt: [ True, -40, 117, 148]---predictions: [1.00, -33, 121, 149]
name: hybrid_-20_23_-30_35_15_80_60_420---gt: [ True, -20, 142, 99]---predictions: [1.00, -17, 142, 99]
name: hybrid_0_15_-8_35_20_80_60_420---gt: [ True, 0, 135, 97]---predictions: [1.00, -1, 144, 98]
name: suv_-20_45_-8_10_20_230_30_420---gt: [ False, -20, 107, 74]---predictions: [0.00, -20, 108, 74]
name: hatchback_-40_23_-8_35_20_80_30_420---gt: [ True, -40, 144, 91]---predictions: [0.97, -44, 152, 91]
name: hybrid_0_23_-30_10_15_80_60_420---gt: [ True, 0, 135, 97]---predictions: [1.00, -1, 146, 98]
name: sedan2door_-20_15_-8_35_20_20_60_420---gt: [ True, -20, 121, 132]---predictions: [1.00, -26, 124, 133]
name: hatchback_-40_45_-8_10_20_140_30_420---gt: [ False, -40, 141, 65]---predictions: [0.00, -40, 141, 66]
name: suv_0_45_-8_10_15_80_30_420---gt: [ True, 0, 140, 77]---predictions: [1.00, -4, 141, 77]
name: suv_-20_15_-30_10_20_80_60_420---gt: [ True, -20, 145, 104]---predictions: [0.99, -15, 148, 105]
name: hatchback_-20_45_-30_10_15_20_30_420---gt: [ True, -20, 112, 97]---predictions: [0.99, -28, 108, 98]
name: sedan2door_-20_23_-30_35_15_20_30_420---gt: [ True, -20, 119, 101]---predictions: [0.99, -25, 130, 102]
name: sedan4door_-20_15_-8_10_15_20_30_420---gt: [ True, -20, 114, 99]---predictions: [0.99, -20, 116, 100]
name: sedan2door_-20_23_-30_35_20_20_60_420---gt: [ True, -20, 121, 132]---predictions: [1.00, -25, 124, 133]
name: sedan4door_0_45_-8_35_15_140_30_420---gt: [ False, 0, 141, 74]---predictions: [0.00, 0, 141, 74]
name: hybrid_-40_15_-30_35_15_230_30_420---gt: [ False, -40, 88, 70]---predictions: [0.00, -40, 88, 70]
name: sedan4door_-40_23_-8_10_20_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -41, 155, 112]
name: suv_-40_23_-8_35_15_20_60_420---gt: [ True, -40, 115, 148]---predictions: [1.00, -33, 118, 149]
name: sedan4door_-40_15_-8_10_20_140_60_420---gt: [ True, -40, 144, 65]---predictions: [0.97, -38, 141, 66]
name: sedan4door_0_15_-8_35_20_20_60_420---gt: [ True, 0, 111, 121]---predictions: [1.00, -4, 117, 122]
name: hatchback_-20_15_-8_35_20_80_30_420---gt: [ True, -20, 139, 88]---predictions: [0.95, -29, 141, 88]
name: hatchback_0_45_-30_10_15_230_60_420---gt: [ True, 0, 100, 62]---predictions: [1.00, -4, 104, 62]
name: suv_0_45_-30_35_15_20_30_420---gt: [ True, 0, 108, 91]---predictions: [1.00, -2, 103, 91]
name: hatchback_0_23_-30_10_20_230_30_420---gt: [ False, 0, 107, 80]---predictions: [0.00, 0, 107, 81]
name: hybrid_-20_45_-30_10_20_140_30_420---gt: [ False, -20, 129, 60]---predictions: [0.02, -20, 129, 60]
name: suv_0_23_-8_10_15_230_60_420---gt: [ True, 0, 102, 49]---predictions: [1.00, 0, 102, 49]
name: hybrid_-20_45_-30_35_20_230_60_420---gt: [ True, -20, 93, 67]---predictions: [0.98, -10, 104, 68]
name: suv_-40_45_-8_35_20_230_60_420---gt: [ True, -40, 88, 55]---predictions: [1.00, -26, 91, 55]
name: suv_-20_45_-30_10_20_20_60_420---gt: [ True, -20, 113, 132]---predictions: [1.00, -24, 120, 132]
name: hybrid_-40_45_-30_10_20_230_30_420---gt: [ False, -40, 88, 70]---predictions: [0.00, -40, 88, 70]
name: sedan2door_-40_23_-8_10_15_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-20_15_-30_10_15_80_60_420---gt: [ True, -20, 145, 102]---predictions: [0.98, -16, 141, 103]
name: hybrid_0_23_-30_35_15_80_60_420---gt: [ True, 0, 135, 97]---predictions: [1.00, -1, 146, 98]
name: hatchback_-20_23_-8_10_20_140_60_420---gt: [ True, -20, 139, 69]---predictions: [0.97, -21, 134, 69]
name: sedan4door_-40_15_-30_35_15_230_30_420---gt: [ False, -40, 94, 71]---predictions: [0.00, -40, 94, 71]
name: hybrid_-40_45_-8_35_15_80_60_420---gt: [ True, -40, 148, 105]---predictions: [1.00, -41, 152, 105]
name: suv_0_45_-8_35_15_140_60_420---gt: [ True, 0, 148, 75]---predictions: [0.98, -16, 127, 75]
name: hybrid_-40_45_-30_35_20_140_30_420---gt: [ False, -40, 133, 60]---predictions: [0.01, -40, 134, 60]
name: sedan4door_-40_23_-30_10_15_230_60_420---gt: [ True, -40, 89, 63]---predictions: [0.99, -32, 95, 64]
name: hatchback_0_15_-8_35_15_20_60_420---gt: [ True, 0, 109, 119]---predictions: [1.00, -2, 101, 119]
name: suv_-40_15_-8_35_15_230_60_420---gt: [ True, -40, 88, 55]---predictions: [1.00, -25, 87, 55]
name: sedan2door_0_23_-30_35_15_140_60_420---gt: [ True, 0, 143, 78]---predictions: [0.98, -5, 129, 78]
name: hybrid_-20_45_-8_35_15_20_30_420---gt: [ True, -20, 116, 94]---predictions: [0.99, -25, 130, 95]
name: sedan2door_-40_23_-8_10_20_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan4door_-20_15_-8_35_20_230_60_420---gt: [ True, -20, 92, 66]---predictions: [1.00, -23, 95, 67]
name: sedan2door_-20_23_-8_10_20_230_60_420---gt: [ True, -20, 89, 69]---predictions: [1.00, -7, 106, 69]
name: sedan4door_-40_23_-30_10_20_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -42, 153, 112]
name: suv_0_45_-30_35_15_140_60_420---gt: [ True, 0, 148, 75]---predictions: [0.97, -18, 129, 75]
name: hatchback_0_23_-8_10_15_20_30_420---gt: [ True, 0, 108, 95]---predictions: [1.00, 0, 113, 95]
name: hybrid_0_45_-8_35_15_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.02, 0, 0, 0]
name: sedan4door_-40_23_-8_10_20_80_30_420---gt: [ True, -40, 148, 92]---predictions: [0.99, -40, 139, 93]
name: hatchback_-40_45_-30_10_20_230_60_420---gt: [ True, -40, 93, 63]---predictions: [1.00, -39, 94, 63]
name: hybrid_-20_23_-8_10_15_20_60_420---gt: [ True, -20, 117, 125]---predictions: [0.99, -24, 122, 126]
name: hybrid_0_45_-8_10_15_230_60_420---gt: [ True, 0, 96, 64]---predictions: [0.98, -1, 112, 65]
name: sedan4door_-20_45_-30_35_15_230_30_420---gt: [ False, -20, 96, 72]---predictions: [0.00, -20, 97, 72]
name: hybrid_-40_15_-30_35_15_20_30_420---gt: [ True, -40, 118, 102]---predictions: [0.99, -28, 123, 102]
name: hybrid_0_23_-30_35_15_20_30_420---gt: [ True, 0, 114, 92]---predictions: [1.00, 0, 128, 93]
name: suv_-40_15_-30_35_20_80_30_420---gt: [ True, -40, 150, 86]---predictions: [0.99, -32, 152, 87]
name: hybrid_-20_15_-30_10_15_140_60_420---gt: [ True, -20, 133, 64]---predictions: [0.97, -20, 134, 64]
name: suv_0_15_-30_35_20_140_30_420---gt: [ False, 0, 144, 64]---predictions: [0.00, 0, 144, 65]
name: sedan2door_0_45_-30_10_15_230_60_420---gt: [ True, 0, 101, 58]---predictions: [1.00, 0, 109, 59]
name: suv_-20_15_-30_35_15_20_60_420---gt: [ True, -20, 113, 132]---predictions: [1.00, -24, 123, 132]
name: sedan4door_-20_15_-30_35_15_80_60_420---gt: [ True, -20, 143, 106]---predictions: [0.99, -20, 145, 106]
name: suv_0_15_-30_35_20_20_60_420---gt: [ True, 0, 109, 121]---predictions: [1.00, -7, 119, 122]
name: sedan4door_-20_45_-8_35_15_20_30_420---gt: [ True, -20, 114, 99]---predictions: [0.99, -25, 122, 100]
name: hybrid_0_15_-30_10_15_20_30_420---gt: [ True, 0, 114, 92]---predictions: [1.00, 0, 126, 93]
name: sedan2door_-20_45_-8_35_20_80_30_420---gt: [ True, -20, 143, 90]---predictions: [1.00, -22, 143, 90]
name: hybrid_-20_15_-8_10_15_230_60_420---gt: [ True, -20, 93, 67]---predictions: [0.98, -12, 97, 68]
name: sedan2door_-40_45_-30_10_20_140_60_420---gt: [ True, -40, 143, 70]---predictions: [0.98, -38, 136, 70]
name: suv_0_15_-30_35_15_140_60_420---gt: [ True, 0, 148, 75]---predictions: [0.96, -13, 125, 75]
name: sedan4door_-20_15_-8_10_20_20_60_420---gt: [ True, -20, 115, 131]---predictions: [1.00, -28, 123, 132]
name: hybrid_-20_23_-30_10_15_140_30_420---gt: [ False, -20, 129, 60]---predictions: [0.00, -20, 129, 60]
name: suv_-20_45_-8_10_20_140_60_420---gt: [ True, -20, 141, 61]---predictions: [0.98, -32, 130, 62]
name: sedan4door_0_45_-30_35_15_230_30_420---gt: [ False, 0, 106, 82]---predictions: [0.00, 0, 107, 82]
name: sedan4door_-40_15_-8_10_15_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -41, 154, 112]
name: sedan4door_0_23_-8_10_20_20_60_420---gt: [ True, 0, 111, 121]---predictions: [1.00, -4, 115, 122]
name: sedan4door_-20_15_-30_10_15_140_30_420---gt: [ False, -20, 133, 66]---predictions: [0.00, -20, 133, 66]
name: suv_0_23_-8_10_15_230_30_420---gt: [ False, 0, 107, 74]---predictions: [0.00, 0, 108, 74]
name: hatchback_0_23_-30_35_20_140_60_420---gt: [ True, 0, 135, 74]---predictions: [0.99, -7, 130, 74]
name: suv_-20_15_-30_35_15_140_60_420---gt: [ True, -20, 141, 61]---predictions: [0.96, -29, 130, 62]
name: sedan4door_0_15_-30_10_15_80_30_420---gt: [ True, 0, 136, 83]---predictions: [0.99, -6, 131, 84]
name: hybrid_-40_23_-30_35_20_140_60_420---gt: [ True, -40, 138, 61]---predictions: [0.99, -31, 142, 62]
name: hybrid_-40_45_-30_35_20_230_30_420---gt: [ False, -40, 88, 70]---predictions: [0.00, -40, 88, 70]
name: sedan4door_-40_15_-8_10_15_20_60_420---gt: [ True, -40, 117, 148]---predictions: [1.00, -32, 120, 149]
name: hatchback_-20_15_-30_10_20_80_30_420---gt: [ True, -20, 139, 88]---predictions: [0.94, -30, 141, 88]
name: sedan2door_-20_15_-30_35_15_20_30_420---gt: [ True, -20, 119, 101]---predictions: [0.99, -20, 128, 102]
name: hatchback_0_15_-8_10_20_80_60_420---gt: [ True, 0, 138, 104]---predictions: [1.00, -1, 141, 104]
name: sedan4door_-20_15_-8_35_20_20_30_420---gt: [ True, -20, 114, 99]---predictions: [0.99, -23, 116, 100]
name: sedan2door_-40_45_-30_10_20_140_30_420---gt: [ False, -40, 142, 72]---predictions: [0.00, -40, 143, 72]
name: sedan4door_0_15_-30_10_15_140_30_420---gt: [ False, 0, 141, 74]---predictions: [0.00, 0, 141, 74]
name: sedan4door_0_15_-8_35_20_80_30_420---gt: [ True, 0, 136, 83]---predictions: [1.00, -5, 125, 84]
name: sedan2door_0_45_-8_10_20_20_30_420---gt: [ True, 0, 114, 98]---predictions: [1.00, 0, 123, 99]
name: sedan4door_-20_45_-8_10_20_80_60_420---gt: [ True, -20, 143, 106]---predictions: [0.99, -17, 143, 106]
name: hybrid_-40_45_-8_35_20_20_60_420---gt: [ True, -40, 119, 140]---predictions: [1.00, -36, 122, 140]
name: suv_-40_23_-8_10_15_230_60_420---gt: [ True, -40, 88, 55]---predictions: [1.00, -24, 90, 55]
name: sedan2door_0_23_-30_10_20_80_30_420---gt: [ True, 0, 137, 84]---predictions: [1.00, -4, 134, 84]
name: sedan2door_-40_15_-8_35_15_80_30_420---gt: [ True, -40, 151, 92]---predictions: [1.00, -38, 153, 93]
name: hatchback_0_23_-8_10_15_140_30_420---gt: [ False, 0, 144, 73]---predictions: [0.00, 0, 145, 73]
name: sedan2door_0_23_-30_10_20_230_60_420---gt: [ True, 0, 101, 58]---predictions: [1.00, 0, 112, 59]
name: sedan2door_0_23_-30_10_15_140_30_420---gt: [ False, 0, 140, 72]---predictions: [0.00, 0, 140, 72]
name: suv_-40_15_-8_10_15_230_30_420---gt: [ False, -40, 94, 64]---predictions: [0.00, -40, 95, 65]
name: suv_0_15_-8_10_15_20_30_420---gt: [ True, 0, 108, 91]---predictions: [1.00, -1, 98, 91]
name: sedan4door_-40_23_-8_35_15_20_30_420---gt: [ True, -40, 116, 109]---predictions: [0.99, -27, 118, 109]
name: sedan2door_-20_45_-8_35_15_20_30_420---gt: [ True, -20, 119, 101]---predictions: [1.00, -20, 126, 102]
name: hatchback_0_15_-30_10_15_20_60_420---gt: [ True, 0, 109, 119]---predictions: [1.00, -4, 106, 119]
name: suv_-40_23_-8_10_20_20_60_420---gt: [ True, -40, 115, 148]---predictions: [1.00, -34, 118, 149]
name: suv_-40_23_-8_10_20_140_30_420---gt: [ False, -40, 142, 59]---predictions: [0.00, -40, 142, 59]
name: sedan2door_-40_45_-30_35_20_20_30_420---gt: [ True, -40, 122, 111]---predictions: [1.00, -29, 128, 111]
name: hybrid_-40_15_-8_35_15_20_30_420---gt: [ True, -40, 118, 102]---predictions: [0.99, -29, 123, 102]
name: hatchback_0_45_-8_10_15_140_30_420---gt: [ False, 0, 144, 73]---predictions: [0.00, 0, 145, 73]
name: sedan4door_-40_23_-30_35_20_140_60_420---gt: [ True, -40, 144, 65]---predictions: [0.96, -38, 138, 66]
name: sedan4door_-40_23_-30_10_20_20_60_420---gt: [ True, -40, 117, 148]---predictions: [1.00, -31, 120, 149]
name: sedan2door_-20_23_-30_35_15_140_60_420---gt: [ True, -20, 136, 72]---predictions: [0.93, -21, 129, 73]
name: hatchback_-20_15_-30_35_15_20_60_420---gt: [ True, -20, 113, 127]---predictions: [1.00, -23, 114, 128]
name: suv_0_45_-8_35_20_80_30_420---gt: [ True, 0, 140, 77]---predictions: [1.00, -4, 145, 77]
name: sedan2door_0_45_-8_35_15_20_60_420---gt: [ True, 0, 115, 122]---predictions: [1.00, -2, 107, 122]
name: sedan2door_-20_45_-8_10_20_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_-40_15_-30_10_15_20_30_420---gt: [ True, -40, 122, 111]---predictions: [1.00, -26, 127, 111]
name: suv_0_45_-8_35_20_140_30_420---gt: [ False, 0, 144, 64]---predictions: [0.00, 0, 144, 65]
name: hatchback_-20_45_-8_10_15_20_30_420---gt: [ True, -20, 112, 97]---predictions: [1.00, -23, 108, 98]
name: hybrid_0_15_-30_10_20_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: hatchback_-20_45_-30_35_15_140_30_420---gt: [ False, -20, 135, 65]---predictions: [0.00, -20, 136, 66]
name: hatchback_-20_15_-8_35_20_140_60_420---gt: [ True, -20, 139, 69]---predictions: [0.98, -21, 128, 69]
name: sedan2door_0_23_-8_35_15_230_60_420---gt: [ True, 0, 101, 58]---predictions: [1.00, 0, 111, 59]
name: sedan4door_-40_45_-8_10_20_230_60_420---gt: [ True, -40, 89, 63]---predictions: [0.99, -37, 98, 64]
name: sedan2door_-20_15_-8_10_15_140_60_420---gt: [ True, -20, 136, 72]---predictions: [0.89, -20, 126, 73]
name: hybrid_-20_15_-8_35_15_20_60_420---gt: [ True, -20, 117, 125]---predictions: [0.99, -22, 119, 126]
name: sedan4door_-40_45_-30_35_20_140_30_420---gt: [ False, -40, 139, 65]---predictions: [0.00, -40, 139, 65]
name: hybrid_-40_45_-8_35_20_20_30_420---gt: [ True, -40, 118, 102]---predictions: [0.99, -29, 124, 102]
name: hatchback_-20_23_-8_10_15_80_60_420---gt: [ True, -20, 140, 105]---predictions: [1.00, -18, 144, 105]
name: suv_0_45_-8_10_20_230_30_420---gt: [ False, 0, 107, 74]---predictions: [0.00, 0, 108, 74]
name: sedan4door_0_23_-8_10_20_230_30_420---gt: [ False, 0, 106, 81]---predictions: [0.00, 0, 106, 81]
name: hybrid_-20_15_-30_10_15_80_30_420---gt: [ True, -20, 140, 86]---predictions: [0.99, -20, 139, 87]
name: hybrid_0_15_-8_10_15_140_60_420---gt: [ True, 0, 129, 69]---predictions: [0.99, -1, 127, 69]
name: hybrid_-40_15_-30_10_20_80_30_420---gt: [ True, -40, 145, 88]---predictions: [0.98, -43, 144, 89]
name: hatchback_-40_15_-8_10_20_80_60_420---gt: [ True, -40, 147, 110]---predictions: [1.00, -37, 154, 110]
name: suv_-40_23_-8_35_20_80_30_420---gt: [ True, -40, 150, 86]---predictions: [0.99, -40, 156, 87]
name: sedan2door_-40_45_-8_10_20_140_30_420---gt: [ False, -40, 142, 72]---predictions: [0.00, -40, 143, 72]
name: hybrid_-20_23_-30_35_20_230_30_420---gt: [ False, -20, 89, 70]---predictions: [0.00, -20, 90, 71]
name: hybrid_-40_15_-8_10_20_140_60_420---gt: [ True, -40, 138, 61]---predictions: [0.99, -29, 142, 62]
name: sedan2door_0_15_-30_35_20_140_60_420---gt: [ True, 0, 143, 78]---predictions: [0.97, -3, 125, 78]
name: sedan2door_-40_15_-8_35_15_140_60_420---gt: [ True, -40, 143, 70]---predictions: [0.96, -37, 136, 70]
name: suv_0_45_-30_35_15_20_60_420---gt: [ True, 0, 109, 121]---predictions: [1.00, -8, 118, 122]
name: sedan2door_-40_15_-30_10_20_80_30_420---gt: [ True, -40, 151, 92]---predictions: [1.00, -39, 154, 93]
name: hybrid_0_45_-30_10_15_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.02, 0, 0, 0]
name: sedan2door_-40_45_-30_35_20_230_60_420---gt: [ True, -40, 88, 64]---predictions: [1.00, -33, 93, 64]
name: suv_0_45_-8_35_15_230_30_420---gt: [ False, 0, 108, 74]---predictions: [0.00, 0, 108, 74]
name: hybrid_0_23_-30_35_20_20_60_420---gt: [ True, 0, 114, 116]---predictions: [1.00, 0, 108, 117]
name: sedan4door_-20_15_-8_35_15_140_30_420---gt: [ False, -20, 133, 66]---predictions: [0.00, -20, 133, 66]
name: hybrid_0_23_-8_10_15_140_60_420---gt: [ True, 0, 129, 69]---predictions: [0.99, -2, 123, 69]
name: hatchback_0_23_-30_35_15_230_60_420---gt: [ True, 0, 100, 62]---predictions: [1.00, -8, 104, 62]
name: sedan4door_-40_15_-8_35_15_20_30_420---gt: [ True, -40, 116, 109]---predictions: [0.99, -26, 116, 109]
name: hatchback_0_23_-8_35_20_20_60_420---gt: [ True, 0, 109, 119]---predictions: [1.00, -2, 98, 119]
name: sedan4door_-20_45_-8_35_20_140_30_420---gt: [ False, -20, 133, 66]---predictions: [0.00, -20, 133, 66]
name: suv_-20_15_-8_10_20_230_30_420---gt: [ False, -20, 107, 74]---predictions: [0.00, -20, 108, 74]
name: sedan4door_-40_15_-30_35_20_20_60_420---gt: [ True, -40, 117, 148]---predictions: [1.00, -26, 121, 149]
name: sedan2door_-40_23_-30_35_20_80_60_420---gt: [ True, -40, 152, 108]---predictions: [0.99, -40, 155, 108]
name: suv_0_23_-30_35_20_80_30_420---gt: [ True, 0, 140, 77]---predictions: [0.99, -10, 147, 77]
name: hybrid_0_45_-30_10_15_80_60_420---gt: [ True, 0, 135, 97]---predictions: [1.00, -1, 146, 98]
name: sedan2door_-20_15_-30_35_20_230_60_420---gt: [ True, -20, 89, 69]---predictions: [1.00, -5, 104, 69]
name: hybrid_-20_23_-30_35_20_20_60_420---gt: [ True, -20, 117, 125]---predictions: [0.99, -25, 122, 126]
name: sedan4door_-20_23_-8_35_20_80_60_420---gt: [ True, -20, 143, 106]---predictions: [0.99, -15, 145, 106]
name: sedan2door_0_23_-8_35_15_20_60_420---gt: [ True, 0, 115, 122]---predictions: [1.00, -3, 104, 122]
name: hatchback_0_23_-30_10_15_140_60_420---gt: [ True, 0, 135, 74]---predictions: [1.00, -7, 135, 74]
name: hybrid_-20_45_-30_10_15_140_60_420---gt: [ True, -20, 133, 64]---predictions: [0.92, -28, 132, 64]
name: sedan4door_-40_23_-8_35_15_230_30_420---gt: [ False, -40, 94, 71]---predictions: [0.00, -40, 94, 71]
name: sedan4door_0_15_-30_35_20_230_30_420---gt: [ False, 0, 106, 82]---predictions: [0.00, 0, 107, 82]
name: sedan4door_-20_45_-8_35_20_20_60_420---gt: [ True, -20, 115, 131]---predictions: [1.00, -28, 122, 132]
name: suv_0_45_-8_10_15_230_60_420---gt: [ True, 0, 102, 49]---predictions: [1.00, 0, 103, 49]
name: hybrid_-40_45_-30_35_15_140_30_420---gt: [ False, -40, 133, 60]---predictions: [0.01, -40, 134, 60]
name: hatchback_0_45_-8_10_20_80_60_420---gt: [ True, 0, 138, 104]---predictions: [1.00, -1, 138, 104]
name: hybrid_-20_15_-8_10_20_140_30_420---gt: [ False, -20, 129, 60]---predictions: [0.00, -20, 129, 60]
name: sedan4door_-40_15_-30_10_20_80_60_420---gt: [ True, -40, 150, 112]---predictions: [0.99, -42, 154, 112]
name: sedan2door_-40_23_-8_35_15_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_-40_15_-8_35_15_140_60_420---gt: [ True, -40, 148, 60]---predictions: [0.97, -32, 137, 60]
name: sedan2door_-40_15_-30_35_20_20_60_420---gt: [ True, -40, 123, 149]---predictions: [1.00, -34, 116, 149]
name: hatchback_-40_15_-8_35_15_80_30_420---gt: [ True, -40, 144, 91]---predictions: [0.95, -41, 146, 91]
name: suv_-40_45_-8_35_20_20_60_420---gt: [ True, -40, 115, 148]---predictions: [1.00, -33, 118, 149]
name: hybrid_0_15_-8_10_20_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan4door_-20_23_-30_35_15_20_30_420---gt: [ True, -20, 114, 99]---predictions: [0.99, -23, 116, 100]
name: hatchback_-20_23_-30_10_20_140_30_420---gt: [ False, -20, 135, 65]---predictions: [0.00, -20, 136, 66]
name: hybrid_-40_23_-30_35_20_230_30_420---gt: [ False, -40, 88, 70]---predictions: [0.00, -40, 88, 70]
name: hatchback_0_15_-30_10_15_20_30_420---gt: [ True, 0, 108, 95]---predictions: [1.00, -3, 116, 95]
name: sedan2door_0_23_-30_35_15_230_60_420---gt: [ True, 0, 101, 58]---predictions: [1.00, 0, 110, 59]
name: sedan2door_0_15_-30_35_15_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan4door_0_45_-8_10_20_20_60_420---gt: [ True, 0, 111, 121]---predictions: [1.00, -4, 110, 122]
name: sedan2door_-40_23_-8_35_20_20_30_420---gt: [ True, -40, 122, 111]---predictions: [0.99, -27, 128, 111]
name: suv_-40_45_-30_35_15_80_30_420---gt: [ True, -40, 150, 86]---predictions: [0.99, -35, 153, 87]
name: hybrid_-20_23_-30_35_15_80_30_420---gt: [ True, -20, 140, 86]---predictions: [0.99, -22, 142, 87]
name: hybrid_0_23_-30_10_15_140_60_420---gt: [ True, 0, 129, 69]---predictions: [0.99, -3, 124, 69]
name: hybrid_-20_15_-30_35_15_20_30_420---gt: [ True, -20, 116, 94]---predictions: [0.99, -24, 129, 95]
name: sedan4door_-40_23_-8_10_15_140_60_420---gt: [ True, -40, 144, 65]---predictions: [0.97, -39, 141, 66]
name: sedan4door_-20_23_-30_35_20_230_30_420---gt: [ False, -20, 96, 72]---predictions: [0.00, -20, 97, 72]
name: hybrid_-40_15_-30_35_15_80_30_420---gt: [ True, -40, 145, 88]---predictions: [0.97, -43, 144, 89]
name: suv_-40_15_-30_35_15_80_60_420---gt: [ True, -40, 154, 110]---predictions: [0.99, -37, 152, 110]
name: sedan4door_0_23_-8_10_15_80_30_420---gt: [ True, 0, 136, 83]---predictions: [1.00, -2, 134, 84]
name: suv_-20_45_-8_35_20_230_60_420---gt: [ True, -20, 91, 56]---predictions: [1.00, -4, 93, 56]
name: hatchback_0_23_-8_35_15_230_60_420---gt: [ True, 0, 100, 62]---predictions: [1.00, -2, 101, 62]
name: sedan4door_-20_15_-30_35_20_140_60_420---gt: [ True, -20, 136, 67]---predictions: [0.92, -29, 127, 68]
name: hatchback_-40_23_-30_10_20_80_60_420---gt: [ True, -40, 147, 110]---predictions: [1.00, -38, 152, 110]
name: hatchback_0_45_-8_35_15_80_30_420---gt: [ True, 0, 136, 81]---predictions: [1.00, -3, 137, 82]
name: hybrid_0_15_-30_35_20_80_60_420---gt: [ True, 0, 135, 97]---predictions: [1.00, -1, 144, 98]
name: sedan2door_0_15_-8_35_20_230_60_420---gt: [ True, 0, 101, 58]---predictions: [1.00, 0, 112, 59]
name: hybrid_-20_23_-8_35_20_80_30_420---gt: [ True, -20, 140, 86]---predictions: [0.99, -20, 143, 87]
name: hatchback_0_23_-8_35_20_230_30_420---gt: [ False, 0, 108, 81]---predictions: [0.00, 0, 108, 81]
name: sedan2door_0_45_-30_10_15_20_60_420---gt: [ True, 0, 115, 122]---predictions: [1.00, -3, 107, 122]
name: hybrid_0_23_-8_10_20_140_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: suv_0_45_-8_35_20_20_60_420---gt: [ True, 0, 109, 121]---predictions: [1.00, -7, 117, 122]
name: sedan2door_-40_45_-30_10_15_230_30_420---gt: [ False, 0, 0, 0]---predictions: [0.00, 0, 0, 0]
name: sedan2door_0_23_-8_35_20_140_60_420---gt: [ True, 0, 143, 78]---predictions: [0.98, -5, 126, 78]
name: hybrid_-40_45_-30_10_15_140_60_420---gt: [ True, -40, 138, 61]---predictions: [0.98, -35, 140, 62]
name: hatchback_-40_23_-8_10_20_230_30_420---gt: [ False, -40, 96, 70]---predictions: [0.00, -40, 96, 71]
name: hybrid_-40_23_-8_10_20_80_30_420---gt: [ True, -40, 145, 88]---predictions: [0.98, -42, 146, 89]
name: sedan2door_-40_23_-30_10_20_140_60_420---gt: [ True, -40, 143, 70]---predictions: [0.97, -38, 135, 70]
name: sedan4door_0_15_-8_35_15_140_30_420---gt: [ False, 0, 141, 74]---predictions: [0.00, 0, 141, 74]
name: sedan2door_0_45_-30_35_15_20_30_420---gt: [ True, 0, 114, 98]---predictions: [1.00, 0, 123, 99]
name: suv_0_23_-30_35_15_140_30_420---gt: [ False, 0, 144, 64]---predictions: [0.00, 0, 144, 65]
name: sedan2door_-40_23_-8_10_20_140_30_420---gt: [ False, -40, 142, 72]---predictions: [0.00, -40, 143, 72]
